APR_MDC_key,week_number,day_number,hospitalizations
03,47,4,19.0
03,47,5,20.5
03,47,6,4.0
03,47,7,5.0
03,48,1,13.5
03,48,2,21.5
03,48,3,16.0
03,48,4,17.0
03,48,5,17.5
03,48,6,2.5
03,48,7,4.0
03,49,1,17.5
03,49,2,19.0
03,49,3,15.5
03,49,4,17.5
03,49,5,17.0
03,49,6,3.0
03,49,7,6.0
03,50,1,14.5
03,50,2,22.0
03,50,3,16.0
03,50,4,16.5
03,50,5,17.5
03,50,6,2.5
03,50,7,5.5
03,51,1,13.5
03,51,2,20.0
03,51,3,17.5
03,51,4,20.5
03,51,5,18.0
03,51,6,3.0
03,51,7,2.0
03,52,1,6.0
03,52,2,8.0
03,52,3,11.0
03,52,4,11.0
03,52,5,14.0
03,52,6,2.0
03,52,7,2.0
03,53,6,5.0
03,53,7,5.0
04,1,1,13.0
04,1,2,7.5
04,1,3,10.0
04,1,4,6.0
04,1,5,7.0
04,1,6,4.0
04,1,7,5.5
04,2,1,10.5
04,2,2,9.0
04,2,3,9.0
04,2,4,9.5
04,2,5,8.0
04,2,6,4.5
04,2,7,4.5
04,3,1,10.5
04,3,2,7.0
04,3,3,10.5
04,3,4,9.0
04,3,5,8.0
04,3,6,4.0
04,3,7,4.0
04,4,1,11.0
04,4,2,9.5
04,4,3,8.0
04,4,4,8.0
04,4,5,9.0
04,4,6,4.5
04,4,7,4.0
04,5,1,8.5
04,5,2,8.5
04,5,3,10.0
04,5,4,5.5
04,5,5,6.5
04,5,6,4.5
04,5,7,5.5
04,6,1,11.5
04,6,2,11.5
04,6,3,11.5
04,6,4,8.0
04,6,5,7.5
04,6,6,3.0
04,6,7,6.0
04,7,1,9.0
04,7,2,7.5
04,7,3,7.5
04,7,4,8.0
04,7,5,6.0
04,7,6,5.0
04,7,7,4.5
04,8,1,9.5
04,8,2,7.5
04,8,3,9.0
04,8,4,7.0
04,8,5,9.0
04,8,6,3.5
04,8,7,3.5
04,9,1,10.5
04,9,2,7.0
04,9,3,11.5
04,9,4,9.5
04,9,5,6.0
04,9,6,5.0
04,9,7,6.0
04,10,1,10.5
04,10,2,7.5
04,10,3,11.5
04,10,4,7.5
04,10,5,10.0
04,10,6,4.0
04,10,7,4.0
04,11,1,11.0
04,11,2,9.0
04,11,3,8.5
04,11,4,7.5
04,11,5,5.0
04,11,6,2.5
04,11,7,4.0
04,12,1,13.5
04,12,2,11.0
04,12,3,11.0
04,12,4,7.0
04,12,5,9.5
04,12,6,2.5
04,12,7,5.5
04,13,1,9.0
04,13,2,10.0
04,13,3,9.0
04,13,4,6.0
04,13,5,8.0
04,13,6,2.5
04,13,7,3.5
04,14,1,8.5
04,14,2,8.0
04,14,3,10.5
04,14,4,7.5
04,14,5,6.0
04,14,6,5.5
04,14,7,5.0
04,15,1,12.5
04,15,2,6.0
04,15,3,11.5
04,15,4,8.0
04,15,5,5.0
04,15,6,3.0
04,15,7,3.5
04,16,1,7.0
04,16,2,9.0
04,16,3,6.5
04,16,4,8.5
04,16,5,4.5
04,16,6,3.5
04,16,7,3.5
04,17,1,9.0
04,17,2,9.0
04,17,3,10.0
04,17,4,6.5
04,17,5,7.5
04,17,6,3.0
04,17,7,3.0
04,18,1,9.0
04,18,2,7.0
04,18,3,8.5
04,18,4,7.0
04,18,5,8.5
04,18,6,4.0
04,18,7,5.0
04,19,1,9.5
04,19,2,9.0
04,19,3,9.0
04,19,4,9.5
04,19,5,6.5
04,19,6,3.0
04,19,7,4.5
04,20,1,5.5
04,20,2,7.5
04,20,3,10.5
04,20,4,8.5
04,20,5,7.0
04,20,6,5.0
04,20,7,3.0
04,21,1,8.0
04,21,2,7.5
04,21,3,10.0
04,21,4,8.0
04,21,5,6.0
04,21,6,5.0
04,21,7,2.0
04,22,1,8.0
04,22,2,6.0
04,22,3,8.5
04,22,4,6.5
04,22,5,9.5
04,22,6,5.5
04,22,7,5.0
04,23,1,10.5
04,23,2,6.0
04,23,3,7.0
04,23,4,6.0
04,23,5,5.0
04,23,6,3.0
04,23,7,3.5
04,24,1,9.0
04,24,2,7.0
04,24,3,9.0
04,24,4,6.5
04,24,5,6.0
04,24,6,3.5
04,24,7,3.0
04,25,1,7.5
04,25,2,6.0
04,25,3,8.0
04,25,4,6.5
04,25,5,6.5
04,25,6,1.5
04,25,7,3.5
04,26,1,12.0
04,26,2,7.0
04,26,3,9.0
04,26,4,6.5
04,26,5,8.5
04,26,6,3.5
04,26,7,3.5
04,27,1,9.5
04,27,2,6.0
04,27,3,5.5
04,27,4,7.5
04,27,5,6.0
04,27,6,2.5
04,27,7,2.5
04,28,1,8.5
04,28,2,9.5
04,28,3,8.0
04,28,4,7.0
04,28,5,7.5
04,28,6,2.5
04,28,7,2.5
04,29,1,8.0
04,29,2,6.5
04,29,3,5.0
04,29,4,4.5
04,29,5,4.5
04,29,6,1.5
04,29,7,4.0
04,30,1,12.0
04,30,2,5.5
04,30,3,5.0
04,30,4,6.5
04,30,5,8.0
04,30,6,3.0
04,30,7,3.5
04,31,1,8.0
04,31,2,5.0
04,31,3,8.0
04,31,4,8.5
04,31,5,6.0
04,31,6,2.5
04,31,7,5.0
04,32,1,7.0
04,32,2,6.5
04,32,3,6.5
04,32,4,6.5
04,32,5,7.5
04,32,6,2.0
04,32,7,3.0
04,33,1,9.5
04,33,2,6.0
04,33,3,5.0
04,33,4,4.5
04,33,5,2.5
04,33,6,2.0
04,33,7,3.5
04,34,1,11.5
04,34,2,8.5
04,34,3,9.5
04,34,4,4.5
04,34,5,6.5
04,34,6,4.0
04,34,7,4.0
04,35,1,10.0
04,35,2,6.0
04,35,3,10.0
04,35,4,5.0
04,35,5,4.0
04,35,6,2.5
04,35,7,2.5
04,36,1,8.0
04,36,2,6.5
04,36,3,7.5
04,36,4,5.0
04,36,5,4.0
04,36,6,2.0
04,36,7,5.0
04,37,1,7.5
04,37,2,6.0
04,37,3,5.5
04,37,4,6.5
04,37,5,5.0
04,37,6,2.0
04,37,7,4.0
04,38,1,10.0
04,38,2,4.0
04,38,3,9.0
04,38,4,7.0
04,38,5,8.0
04,38,6,3.0
04,38,7,3.0
04,39,1,9.0
04,39,2,6.5
04,39,3,7.0
04,39,4,3.0
04,39,5,7.0
04,39,6,1.5
04,39,7,2.5
04,40,1,9.0
04,40,2,8.0
04,40,3,6.5
04,40,4,7.0
04,40,5,5.5
04,40,6,2.0
04,40,7,2.0
04,41,1,10.5
04,41,2,7.5
04,41,3,7.0
04,41,4,7.5
04,41,5,5.5
04,41,6,3.0
04,41,7,3.0
04,42,1,11.0
04,42,2,6.5
04,42,3,9.0
04,42,4,6.0
04,42,5,7.5
04,42,6,2.5
04,42,7,3.0
04,43,1,9.0
04,43,2,6.0
04,43,3,6.0
04,43,4,8.5
04,43,5,9.0
04,43,6,3.0
04,43,7,3.5
04,44,1,11.0
04,44,2,4.0
04,44,3,6.5
04,44,4,4.0
04,44,5,6.5
04,44,6,2.5
04,44,7,4.5
04,45,1,10.0
04,45,2,5.5
04,45,3,9.0
04,45,4,4.5
04,45,5,7.0
04,45,6,2.5
04,45,7,4.0
04,46,1,10.0
04,46,2,7.0
04,46,3,8.5
04,46,4,11.5
04,46,5,7.5
04,46,6,4.0
04,46,7,3.0
04,47,1,14.5
04,47,2,7.5
04,47,3,11.0
04,47,4,9.5
04,47,5,5.5
04,47,6,3.0
04,47,7,5.5
04,48,1,8.0
04,48,2,8.0
04,48,3,10.0
04,48,4,10.0
04,48,5,10.0
04,48,6,6.0
04,48,7,3.5
04,49,1,10.5
04,49,2,9.0
04,49,3,10.0
04,49,4,9.5
04,49,5,6.0
04,49,6,5.5
04,49,7,5.0
04,50,1,12.0
04,50,2,9.5
04,50,3,9.5
04,50,4,9.5
04,50,5,6.5
04,50,6,2.5
04,50,7,5.0
04,51,1,12.5
04,51,2,4.5
04,51,3,13.5
04,51,4,7.5
04,51,5,7.5
04,51,6,4.5
04,51,7,4.5
04,52,1,5.0
04,52,2,4.5
04,52,3,6.0
04,52,4,5.5
04,52,5,5.0
04,52,6,4.0
04,52,7,5.5
04,53,5,2.0
04,53,6,1.0
04,53,7,4.0
05,1,1,8.0
05,1,2,16.0
05,1,3,18.0
05,1,4,21.0
05,1,5,19.0
05,1,6,3.5
05,1,7,6.5
05,2,1,26.0
05,2,2,20.5
05,2,3,17.5
05,2,4,19.0
05,2,5,18.5
05,2,6,3.0
05,2,7,7.0
05,3,1,24.5
05,3,2,21.5
05,3,3,17.0
05,3,4,20.5
05,3,5,21.0
05,3,6,6.0
05,3,7,8.0
05,4,1,26.5
05,4,2,22.0
05,4,3,16.5
05,4,4,15.5
05,4,5,20.0
05,4,6,3.5
05,4,7,7.0
05,5,1,21.0
05,5,2,25.5
05,5,3,18.5
05,5,4,18.0
05,5,5,18.0
05,5,6,3.5
05,5,7,6.0
05,6,1,22.5
05,6,2,18.5
05,6,3,18.5
05,6,4,17.0
05,6,5,16.0
05,6,6,4.0
05,6,7,5.5
05,7,1,20.0
05,7,2,19.0
05,7,3,17.5
05,7,4,21.5
05,7,5,24.5
05,7,6,4.0
05,7,7,8.0
05,8,1,23.5
05,8,2,19.5
05,8,3,18.0
05,8,4,20.0
05,8,5,19.0
05,8,6,2.0
05,8,7,7.0
05,9,1,22.5
05,9,2,21.0
05,9,3,19.0
05,9,4,14.5
05,9,5,19.0
05,9,6,2.5
05,9,7,8.5
05,10,1,20.5
05,10,2,19.5
05,10,3,20.0
05,10,4,19.0
05,10,5,22.0
05,10,6,4.0
05,10,7,8.0
05,11,1,22.5
05,11,2,24.0
05,11,3,17.0
05,11,4,16.5
05,11,5,17.5
05,11,6,2.0
05,11,7,7.0
05,12,1,22.5
05,12,2,24.5
05,12,3,20.0
05,12,4,20.0
05,12,5,16.5
05,12,6,4.5
05,12,7,6.5
05,13,1,22.0
05,13,2,20.0
05,13,3,17.5
05,13,4,19.5
05,13,5,23.0
05,13,6,3.5
05,13,7,6.5
05,14,1,23.0
05,14,2,21.5
05,14,3,19.5
05,14,4,16.5
05,14,5,21.5
05,14,6,2.5
05,14,7,8.0
05,15,1,23.5
05,15,2,20.5
05,15,3,18.5
05,15,4,16.5
05,15,5,22.0
05,15,6,5.0
05,15,7,6.0
05,16,1,22.5
05,16,2,20.0
05,16,3,17.0
05,16,4,17.5
05,16,5,19.5
05,16,6,4.0
05,16,7,8.0
05,17,1,23.5
05,17,2,24.5
05,17,3,20.5
05,17,4,20.5
05,17,5,22.5
05,17,6,2.0
05,17,7,6.0
05,18,1,15.5
05,18,2,17.5
05,18,3,14.5
05,18,4,15.0
05,18,5,18.5
05,18,6,2.5
05,18,7,5.0
05,19,1,22.5
05,19,2,20.0
05,19,3,14.5
05,19,4,16.5
05,19,5,20.0
05,19,6,4.0
05,19,7,7.5
05,20,1,26.0
05,20,2,22.0
05,20,3,14.0
05,20,4,16.5
05,20,5,19.5
05,20,6,3.5
05,20,7,5.5
05,21,1,18.5
05,21,2,20.0
05,21,3,17.0
05,21,4,15.5
05,21,5,15.0
05,21,6,1.5
05,21,7,7.0
05,22,1,20.0
05,22,2,23.0
05,22,3,15.5
05,22,4,17.5
05,22,5,18.0
05,22,6,3.0
05,22,7,7.5
05,23,1,19.5
05,23,2,20.5
05,23,3,15.5
05,23,4,22.0
05,23,5,16.5
05,23,6,3.0
05,23,7,8.0
05,24,1,21.0
05,24,2,20.5
05,24,3,15.0
05,24,4,20.0
05,24,5,20.5
05,24,6,3.5
05,24,7,6.5
05,25,1,21.5
05,25,2,25.0
05,25,3,15.0
05,25,4,18.0
05,25,5,19.5
05,25,6,3.0
05,25,7,5.5
05,26,1,25.0
05,26,2,22.0
05,26,3,15.5
05,26,4,16.0
05,26,5,14.0
05,26,6,3.0
05,26,7,4.5
05,27,1,18.0
05,27,2,18.5
05,27,3,18.5
05,27,4,20.0
05,27,5,16.5
05,27,6,4.5
05,27,7,5.0
05,28,1,22.0
05,28,2,17.0
05,28,3,20.0
05,28,4,16.0
05,28,5,17.5
05,28,6,1.0
05,28,7,7.5
05,29,1,22.0
05,29,2,18.0
05,29,3,12.0
05,29,4,13.5
05,29,5,13.0
05,29,6,2.5
05,29,7,4.5
05,30,1,19.0
05,30,2,13.0
05,30,3,14.0
05,30,4,14.5
05,30,5,15.0
05,30,6,4.0
05,30,7,6.0
05,31,1,21.0
05,31,2,13.0
05,31,3,16.5
05,31,4,14.0
05,31,5,16.5
05,31,6,6.0
05,31,7,5.0
05,32,1,17.5
05,32,2,15.0
05,32,3,12.0
05,32,4,15.5
05,32,5,13.0
05,32,6,3.5
05,32,7,6.0
05,33,1,16.0
05,33,2,15.5
05,33,3,16.5
05,33,4,14.5
05,33,5,12.5
05,33,6,3.0
05,33,7,5.0
05,34,1,22.0
05,34,2,20.0
05,34,3,16.0
05,34,4,14.5
05,34,5,13.5
05,34,6,2.5
05,34,7,7.5
05,35,1,14.5
05,35,2,11.0
05,35,3,13.5
05,35,4,18.0
05,35,5,18.0
05,35,6,2.0
05,35,7,6.0
05,36,1,20.5
05,36,2,20.0
05,36,3,13.5
05,36,4,22.5
05,36,5,17.0
05,36,6,3.0
05,36,7,6.5
05,37,1,18.5
05,37,2,20.0
05,37,3,18.5
05,37,4,18.0
05,37,5,18.0
05,37,6,5.0
05,37,7,7.0
05,38,1,21.0
05,38,2,23.5
05,38,3,16.0
05,38,4,17.5
05,38,5,20.0
05,38,6,3.0
05,38,7,5.0
05,39,1,23.0
05,39,2,21.5
05,39,3,15.5
05,39,4,18.0
05,39,5,20.0
05,39,6,1.5
05,39,7,8.0
05,40,1,23.0
05,40,2,22.5
05,40,3,22.0
05,40,4,15.5
05,40,5,13.5
05,40,6,1.5
05,40,7,7.5
05,41,1,23.0
05,41,2,17.0
05,41,3,19.5
05,41,4,23.0
05,41,5,17.5
05,41,6,4.0
05,41,7,6.5
05,42,1,24.0
05,42,2,24.5
05,42,3,18.0
05,42,4,20.0
05,42,5,26.0
05,42,6,3.5
05,42,7,7.5
05,43,1,26.5
05,43,2,24.0
05,43,3,18.5
05,43,4,26.0
05,43,5,22.5
05,43,6,3.5
05,43,7,6.5
05,44,1,22.5
05,44,2,15.5
05,44,3,12.0
05,44,4,19.0
05,44,5,17.0
05,44,6,3.0
05,44,7,6.5
05,45,1,25.0
05,45,2,23.0
05,45,3,20.5
05,45,4,21.0
05,45,5,23.5
05,45,6,5.0
05,45,7,6.0
05,46,1,22.0
05,46,2,22.0
05,46,3,17.5
05,46,4,15.0
05,46,5,19.5
05,46,6,3.5
05,46,7,6.0
05,47,1,25.5
05,47,2,23.0
05,47,3,22.0
05,47,4,20.0
05,47,5,20.0
05,47,6,4.0
05,47,7,8.0
05,48,1,25.5
05,48,2,21.0
05,48,3,15.5
05,48,4,21.5
05,48,5,21.0
05,48,6,4.0
05,48,7,7.5
05,49,1,22.5
05,49,2,23.0
05,49,3,17.5
05,49,4,14.5
05,49,5,20.5
05,49,6,3.0
05,49,7,5.0
05,50,1,19.5
05,50,2,21.0
05,50,3,18.0
05,50,4,19.5
05,50,5,24.5
05,50,6,2.0
05,50,7,7.0
05,51,1,21.0
05,51,2,21.5
05,51,3,16.5
05,51,4,20.0
05,51,5,20.0
05,51,6,4.5
05,51,7,4.5
05,52,1,5.5
05,52,2,7.5
05,52,3,8.0
05,52,4,9.5
05,52,5,8.0
05,52,6,3.5
05,52,7,2.5
05,53,5,3.0
05,53,6,4.0
05,53,7,8.0
06,1,1,19.0
06,1,2,23.0
06,1,3,23.0
06,1,4,33.5
06,1,5,37.0
06,1,6,2.0
06,1,7,6.5
06,2,1,27.5
06,2,2,30.5
06,2,3,26.0
06,2,4,35.5
06,2,5,40.0
06,2,6,3.0
06,2,7,6.0
06,3,1,24.5
06,3,2,31.5
06,3,3,28.0
06,3,4,32.5
06,3,5,39.5
06,3,6,4.0
06,3,7,4.5
06,4,1,26.5
06,4,2,31.5
06,4,3,27.0
06,4,4,32.5
06,4,5,36.0
06,4,6,5.0
06,4,7,5.0
06,5,1,27.0
06,5,2,23.0
06,5,3,27.5
06,5,4,33.0
06,5,5,30.0
06,5,6,2.5
06,5,7,7.0
06,6,1,26.5
06,6,2,32.0
06,6,3,31.0
06,6,4,31.5
06,6,5,35.5
06,6,6,3.0
06,6,7,8.0
06,7,1,29.0
06,7,2,24.0
06,7,3,26.5
06,7,4,32.0
06,7,5,41.5
06,7,6,2.5
06,7,7,4.0
06,8,1,31.0
06,8,2,28.5
06,8,3,32.0
06,8,4,38.0
06,8,5,37.5
06,8,6,3.0
06,8,7,8.0
06,9,1,25.5
06,9,2,32.0
06,9,3,31.0
06,9,4,31.0
06,9,5,40.0
06,9,6,2.0
06,9,7,5.5
06,10,1,27.5
06,10,2,28.0
06,10,3,28.0
06,10,4,31.0
06,10,5,38.5
06,10,6,4.0
06,10,7,4.5
06,11,1,25.5
06,11,2,30.5
06,11,3,25.0
06,11,4,33.0
06,11,5,33.0
06,11,6,3.5
06,11,7,7.0
06,12,1,21.5
06,12,2,29.5
06,12,3,32.5
06,12,4,40.0
06,12,5,37.5
06,12,6,2.5
06,12,7,4.0
06,13,1,18.0
06,13,2,27.5
06,13,3,27.0
06,13,4,30.5
06,13,5,35.0
06,13,6,2.5
06,13,7,3.5
06,14,1,20.5
06,14,2,28.5
06,14,3,27.5
06,14,4,33.0
06,14,5,36.5
06,14,6,1.5
06,14,7,5.5
06,15,1,25.5
06,15,2,26.5
06,15,3,24.5
06,15,4,36.0
06,15,5,36.5
06,15,6,3.0
06,15,7,6.0
06,16,1,20.0
06,16,2,29.5
06,16,3,30.5
06,16,4,31.0
06,16,5,35.5
06,16,6,2.0
06,16,7,2.0
06,17,1,20.5
06,17,2,30.0
06,17,3,30.0
06,17,4,32.0
06,17,5,37.5
06,17,6,3.0
06,17,7,3.5
06,18,1,27.0
06,18,2,23.5
06,18,3,26.0
06,18,4,33.5
06,18,5,42.5
06,18,6,4.0
06,18,7,4.0
06,19,1,25.5
06,19,2,26.5
06,19,3,28.0
06,19,4,36.0
06,19,5,39.5
06,19,6,3.5
06,19,7,6.5
06,20,1,23.0
06,20,2,32.0
06,20,3,24.0
06,20,4,36.5
06,20,5,43.0
06,20,6,3.0
06,20,7,5.5
06,21,1,22.0
06,21,2,25.5
06,21,3,27.0
06,21,4,28.0
06,21,5,38.5
06,21,6,4.0
06,21,7,5.5
06,22,1,22.0
06,22,2,32.0
06,22,3,31.0
06,22,4,29.0
06,22,5,40.5
06,22,6,4.0
06,22,7,4.0
06,23,1,24.0
06,23,2,28.5
06,23,3,26.5
06,23,4,33.5
06,23,5,39.0
06,23,6,2.0
06,23,7,5.5
06,24,1,21.5
06,24,2,33.0
06,24,3,25.5
06,24,4,34.0
06,24,5,36.0
06,24,6,3.5
06,24,7,5.0
06,25,1,22.5
06,25,2,33.0
06,25,3,29.0
06,25,4,35.0
06,25,5,38.0
06,25,6,1.5
06,25,7,5.0
06,26,1,25.5
06,26,2,25.5
06,26,3,31.0
06,26,4,34.5
06,26,5,41.5
06,26,6,4.0
06,26,7,5.5
06,27,1,20.0
06,27,2,32.0
06,27,3,26.0
06,27,4,37.5
06,27,5,38.5
06,27,6,4.0
06,27,7,6.0
06,28,1,23.0
06,28,2,21.5
06,28,3,24.5
06,28,4,34.0
06,28,5,37.0
06,28,6,3.5
06,28,7,5.0
06,29,1,28.5
06,29,2,22.5
06,29,3,26.5
06,29,4,41.0
06,29,5,27.0
06,29,6,3.0
06,29,7,6.5
06,30,1,23.0
06,30,2,23.5
06,30,3,23.0
06,30,4,31.0
06,30,5,35.0
06,30,6,3.5
06,30,7,4.5
06,31,1,22.0
06,31,2,23.0
06,31,3,21.5
06,31,4,32.5
06,31,5,33.0
06,31,6,1.0
06,31,7,4.0
06,32,1,25.5
06,32,2,26.0
06,32,3,28.0
06,32,4,33.5
06,32,5,33.5
06,32,6,5.5
06,32,7,6.5
06,33,1,23.0
06,33,2,19.0
06,33,3,22.5
06,33,4,25.0
06,33,5,39.0
06,33,6,2.5
06,33,7,7.0
06,34,1,22.5
06,34,2,32.0
06,34,3,28.0
06,34,4,34.5
06,34,5,40.5
06,34,6,3.0
06,34,7,6.5
06,35,1,24.0
06,35,2,28.0
06,35,3,26.5
06,35,4,39.5
06,35,5,36.5
06,35,6,4.0
06,35,7,7.0
06,36,1,25.0
06,36,2,26.0
06,36,3,29.0
06,36,4,38.0
06,36,5,40.0
06,36,6,2.0
06,36,7,5.5
06,37,1,24.0
06,37,2,26.5
06,37,3,30.0
06,37,4,33.5
06,37,5,40.0
06,37,6,3.0
06,37,7,5.5
06,38,1,25.0
06,38,2,30.5
06,38,3,25.5
06,38,4,29.5
06,38,5,39.5
06,38,6,3.0
06,38,7,3.5
06,39,1,24.5
06,39,2,25.5
06,39,3,26.5
06,39,4,36.5
06,39,5,33.5
06,39,6,2.5
06,39,7,5.5
06,40,1,22.5
06,40,2,25.0
06,40,3,30.0
06,40,4,37.0
06,40,5,37.5
06,40,6,2.0
06,40,7,3.5
06,41,1,26.5
06,41,2,26.5
06,41,3,30.0
06,41,4,33.5
06,41,5,41.5
06,41,6,4.5
06,41,7,5.0
06,42,1,21.0
06,42,2,30.0
06,42,3,28.5
06,42,4,33.0
06,42,5,41.5
06,42,6,2.0
06,42,7,4.0
06,43,1,20.5
06,43,2,22.0
06,43,3,26.5
06,43,4,36.0
06,43,5,39.0
06,43,6,4.0
06,43,7,4.0
06,44,1,20.0
06,44,2,23.5
06,44,3,32.0
06,44,4,32.5
06,44,5,38.0
06,44,6,3.5
06,44,7,6.0
06,45,1,28.0
06,45,2,29.5
06,45,3,31.5
06,45,4,33.0
06,45,5,35.5
06,45,6,3.0
06,45,7,5.5
06,46,1,18.5
06,46,2,30.0
06,46,3,29.0
06,46,4,34.0
06,46,5,38.5
06,46,6,3.5
06,46,7,3.0
06,47,1,25.5
06,47,2,24.0
06,47,3,27.0
06,47,4,34.0
06,47,5,40.0
06,47,6,2.5
06,47,7,7.0
06,48,1,31.0
06,48,2,29.5
06,48,3,26.0
06,48,4,32.5
06,48,5,39.5
06,48,6,2.5
06,48,7,7.5
06,49,1,26.5
06,49,2,27.5
06,49,3,32.0
06,49,4,40.0
06,49,5,39.0
06,49,6,3.0
06,49,7,3.0
06,50,1,24.0
06,50,2,25.5
06,50,3,24.5
06,50,4,36.0
06,50,5,43.0
06,50,6,4.0
06,50,7,4.0
06,51,1,23.0
06,51,2,27.0
06,51,3,28.5
06,51,4,39.5
06,51,5,38.5
06,51,6,2.5
06,51,7,5.0
06,52,1,11.0
06,52,2,11.5
06,52,3,20.0
06,52,4,28.0
06,52,5,34.0
06,52,6,2.5
06,52,7,5.5
06,53,5,2.0
06,53,6,5.0
07,1,1,6.5
07,1,2,2.0
07,1,3,6.0
07,1,4,3.5
07,1,5,3.0
07,1,6,1.0
07,1,7,2.0
07,2,1,7.5
07,2,2,5.5
07,2,3,8.5
07,2,4,3.5
07,2,5,5.5
07,2,6,1.0
07,2,7,2.0
07,3,1,6.0
07,3,2,6.0
07,3,3,9.0
07,3,4,3.0
07,3,5,4.5
07,3,6,1.0
07,3,7,3.0
07,4,1,7.0
07,4,2,5.5
07,4,3,7.5
07,4,4,5.0
07,4,5,7.0
07,4,6,1.0
07,4,7,3.0
07,5,1,7.0
07,5,2,4.0
07,5,3,7.0
07,5,4,4.5
07,5,5,3.0
07,5,6,1.0
07,5,7,2.5
07,6,1,4.0
07,6,2,5.5
07,6,3,7.5
07,6,4,2.5
07,6,5,3.0
07,6,6,1.0
07,6,7,3.0
07,7,1,5.5
07,7,2,5.0
07,7,3,8.0
07,7,4,1.5
07,7,5,2.5
07,7,6,2.0
07,7,7,2.5
07,8,1,7.0
07,8,2,5.5
07,8,3,8.5
07,8,4,4.5
07,8,5,6.0
07,8,6,3.0
07,8,7,3.0
07,9,1,6.5
07,9,2,3.5
07,9,3,10.0
07,9,4,5.5
07,9,5,2.5
07,9,6,1.0
07,9,7,3.0
07,10,1,7.0
07,10,2,6.5
07,10,3,7.0
07,10,4,2.5
07,10,5,4.0
07,10,6,2.0
07,10,7,2.5
07,11,1,7.5
07,11,2,6.5
07,11,3,7.0
07,11,4,5.0
07,11,5,4.0
07,11,6,1.0
07,11,7,2.5
07,12,1,4.5
07,12,2,7.0
07,12,3,8.5
07,12,4,5.0
07,12,5,4.0
07,12,6,1.0
07,12,7,1.5
07,13,1,6.0
07,13,2,5.5
07,13,3,8.5
07,13,4,4.0
07,13,5,6.0
07,13,6,1.0
07,13,7,2.0
07,14,1,3.5
07,14,2,6.0
07,14,3,5.5
07,14,4,4.5
07,14,5,5.5
07,14,6,1.0
07,14,7,2.0
07,15,1,7.0
07,15,2,6.0
07,15,3,9.0
07,15,4,3.5
07,15,5,4.0
07,15,6,1.5
07,15,7,3.0
07,16,1,6.5
07,16,2,6.0
07,16,3,11.5
07,16,4,2.5
07,16,5,4.0
07,16,6,2.0
07,16,7,1.0
07,17,1,5.5
07,17,2,6.0
07,17,3,6.5
07,17,4,5.5
07,17,5,2.0
07,17,6,1.0
07,17,7,2.0
07,18,1,3.0
07,18,2,6.0
07,18,3,6.0
07,18,4,4.0
07,18,5,5.0
07,18,6,1.5
07,18,7,1.5
07,19,1,6.5
07,19,2,5.5
07,19,3,6.0
07,19,4,5.0
07,19,5,4.5
07,19,6,1.0
07,19,7,1.0
07,20,1,6.5
07,20,2,7.0
07,20,3,8.0
07,20,4,5.0
07,20,5,5.0
07,20,6,1.0
07,20,7,1.0
07,21,1,2.5
07,21,2,5.0
07,21,3,9.0
07,21,4,4.0
07,21,5,4.5
07,21,6,1.0
07,21,7,2.5
07,22,1,5.5
07,22,2,9.5
07,22,3,10.0
07,22,4,5.0
07,22,5,2.0
07,22,6,1.0
07,22,7,3.0
07,23,1,6.0
07,23,2,6.0
07,23,3,7.5
07,23,4,4.0
07,23,5,4.0
07,23,6,2.0
07,23,7,3.0
07,24,1,3.5
07,24,2,8.5
07,24,3,8.5
07,24,4,4.0
07,24,5,5.0
07,24,6,2.0
07,24,7,3.5
07,25,1,4.5
07,25,2,5.0
07,25,3,8.5
07,25,4,5.5
07,25,5,5.5
07,25,6,1.0
07,25,7,1.5
07,26,1,8.5
07,26,2,5.5
07,26,3,8.5
07,26,4,6.5
07,26,5,6.0
07,26,6,1.0
07,26,7,2.0
07,27,1,5.0
07,27,2,5.0
07,27,3,11.0
07,27,4,2.5
07,27,5,6.0
07,27,6,1.0
07,27,7,2.0
07,28,1,3.0
07,28,2,4.5
07,28,3,7.5
07,28,4,3.0
07,28,5,4.0
07,28,6,1.5
07,28,7,1.0
07,29,1,4.5
07,29,2,6.0
07,29,3,6.5
07,29,4,2.5
07,29,5,1.5
07,29,6,1.0
07,29,7,2.0
07,30,1,10.0
07,30,2,5.5
07,30,3,6.0
07,30,4,3.0
07,30,5,5.5
07,30,6,1.0
07,30,7,3.0
07,31,1,6.5
07,31,2,7.0
07,31,3,5.0
07,31,4,5.0
07,31,5,5.0
07,31,6,2.5
07,31,7,1.5
07,32,1,4.0
07,32,2,4.0
07,32,3,9.5
07,32,4,4.0
07,32,5,2.5
07,32,6,2.0
07,32,7,2.0
07,33,1,7.0
07,33,2,5.5
07,33,3,6.5
07,33,4,5.5
07,33,5,4.5
07,33,6,2.0
07,33,7,5.0
07,34,1,5.0
07,34,2,6.5
07,34,3,9.0
07,34,4,4.0
07,34,5,4.5
07,34,6,1.0
07,34,7,1.5
07,35,1,7.0
07,35,2,5.5
07,35,3,8.5
07,35,4,7.5
07,35,5,4.5
07,35,6,1.0
07,35,7,2.5
07,36,1,7.5
07,36,2,5.5
07,36,3,7.0
07,36,4,5.0
07,36,5,5.0
07,36,6,2.0
07,36,7,2.5
07,37,1,6.5
07,37,2,5.5
07,37,3,10.0
07,37,4,5.5
