APR_MDC_key,intake_date,hospitalizations
00,2020-01-01,1.0
00,2020-01-02,2.5250000000000004
00,2020-01-03,1.9996296639200075
00,2020-01-04,1.474453855410534
00,2020-01-05,1.5866851504305455
00,2020-01-06,1.4805779645030175
00,2020-01-07,1.5624038980548978
00,2020-01-08,1.9038152650192943
00,2020-01-09,1.6629988911106228
00,2020-01-10,1.7019744641296206
00,2020-01-11,1.627001052721956
00,2020-01-12,1.5646500874255707
00,2020-01-13,1.6984661375603824
00,2020-01-14,1.9887208380745238
00,2020-01-15,2.406269275781677
00,2020-01-16,2.294732960258306
00,2020-01-17,2.272395891462633
00,2020-01-18,2.1799398751171637
00,2020-01-19,2.1673663006245376
00,2020-01-20,2.0213345263151656
00,2020-01-21,2.1501947488143243
00,2020-01-22,2.2668893126080234
00,2020-01-23,2.189318118739434
00,2020-01-24,2.118510545613548
00,2020-01-25,2.0536534788801615
00,2020-01-26,2.0506188385885475
00,2020-01-27,2.213562142604406
00,2020-01-28,2.147989690063987
00,2020-01-29,2.2988865018674343
00,2020-01-30,2.1796540785819856
00,2020-01-31,2.0687220857862583
00,2020-02-01,1.9653084549975781
00,2020-02-02,1.8687258210561661
00,2020-02-03,1.82672044990463
00,2020-02-04,1.9778057774976174
00,2020-02-05,1.885014637991774
00,2020-02-06,1.8440716077426376
00,2020-02-07,1.8055419193104385
00,2020-02-08,1.724170079990313
00,2020-02-09,1.7364503205037136
00,2020-02-10,1.7480477454729053
00,2020-02-11,1.6719787542392612
00,2020-02-12,1.6861015712372847
00,2020-02-13,1.7420959828418305
00,2020-02-14,1.7107779370987723
00,2020-02-15,1.63925285806475
00,2020-02-16,1.5713309026146938
00,2020-02-17,1.588940395696878
00,2020-02-18,1.5649460200028495
00,2020-02-19,1.542110860875506
00,2020-02-20,1.6005924447945914
00,2020-02-21,1.5368534928907716
00,2020-02-22,1.4760803122424355
00,2020-02-23,1.4181020997946467
00,2020-02-24,1.4798359159774686
00,2020-02-25,1.5387927712335534
00,2020-02-26,1.672229395743037
00,2020-02-27,1.646462128805469
00,2020-02-28,1.6218191734962641
00,2020-02-29,1.5603238253178775
00,2020-03-01,1.5391861892005587
00,2020-03-02,1.5564845098779472
00,2020-03-03,1.610415840472161
00,2020-03-04,1.5505228921088312
00,2020-03-05,1.4931102721762397
00,2020-03-06,1.5118000747994023
00,2020-03-07,1.456284446514044
00,2020-03-08,1.4030170265987358
00,2020-03-09,1.3883312924507591
00,2020-03-10,1.3379253238151383
00,2020-03-11,1.4342379131929182
00,2020-03-12,1.3825233198555877
00,2020-03-13,1.3328359027432062
00,2020-03-14,1.2850847829664105
00,2020-03-15,1.2391839587789637
00,2020-03-16,1.1950519877249128
00,2020-03-17,1.294665075902195
00,2020-03-18,1.3196457699600908
00,2020-03-19,1.3083546395594623
00,2020-03-20,1.29748991954138
00,2020-03-21,1.2518851401117872
00,2020-03-22,1.2079869677388457
00,2020-03-23,1.2007103502275078
00,2020-03-24,1.1937037198420266
00,2020-03-25,1.1521207723690394
00,2020-03-26,1.1815964665252907
00,2020-03-27,1.1406004729180097
00,2020-03-28,1.101102236823825
00,2020-03-29,1.0630419226105294
00,2020-03-30,1.0263624320605582
00,2020-03-31,0.9910092559026263
00,2020-04-01,0.9569303349248305
00,2020-04-02,0.9584090509471952
00,2020-04-03,0.9598347934993354
00,2020-04-04,0.9269806044552168
00,2020-04-05,0.8952966735741392
00,2020-04-06,0.8988704255857207
00,2020-04-07,0.902317560289939
00,2020-04-08,0.8716007924743628
00,2020-04-09,0.84196688373602
00,2020-04-10,0.8133751782967534
00,2020-04-11,0.7857867121952128
00,2020-04-12,0.7591641319934492
00,2020-04-13,0.7334716180897423
00,2020-04-14,0.7086748123325619
00,2020-04-15,0.6847407496536224
00,2020-04-16,0.6616377934590914
00,2020-04-17,0.7404583601862665
00,2020-04-18,0.7155222484332965
00,2020-04-19,0.6914473194142293
00,2020-04-20,0.7018201662393521
00,2020-04-21,0.7118359795103674
00,2020-04-22,0.7550704890161908
00,2020-04-23,0.7297477905481536
00,2020-04-24,0.7052926769332832
00,2020-04-25,0.6816742163774315
00,2020-04-26,0.6923266755879848
00,2020-04-27,0.7360570658207769
00,2020-04-28,0.7448779065726642
00,2020-04-29,0.7200001977530924
00,2020-04-30,0.7293460202442533
00,2020-05-01,0.73837456168408
00,2020-05-02,0.7137577480728166
00,2020-05-03,0.6899747747865644
00,2020-05-04,0.7002995482905836
00,2020-05-05,0.776846989756981
00,2020-05-06,0.8175403508159188
00,2020-05-07,0.9566204856683503
00,2020-05-08,0.9580623206609806
00,2020-05-09,0.959455604280874
00,2020-05-10,0.9275937693823364
00,2020-05-11,0.8968029839785845
00,2020-05-12,0.9002271372855211
00,2020-05-13,1.0030394001387946
00,2020-05-14,1.0360936798059526
00,2020-05-15,1.0680402814915557
00,2020-05-16,1.0326549795311684
00,2020-05-17,1.0315734578160833
00,2020-05-18,1.0305281035931861
00,2020-05-19,0.9964196949485301
00,2020-05-20,1.062713551096683
00,2020-05-21,1.0275613822804888
00,2020-05-22,1.0266499789719106
00,2020-05-23,0.992710131699422
00,2020-05-24,0.9599012182896625
00,2020-05-25,0.9281849743111996
00,2020-05-26,1.0296554868542105
00,2020-05-27,1.0617007602739834
00,2020-05-28,1.092680384834297
00,2020-05-29,1.1226302762991778
00,2020-05-30,1.0855813892970139
00,2020-05-31,1.0497628845376015
00,2020-06-01,1.015133401819052
00,2020-06-02,1.0805968412179823
00,2020-06-03,1.143888909052646
00,2020-06-04,1.106176411396323
