APR_MDC_key,intake_date,hospitalizations
17,2016-08-11,51.96711616133288
17,2016-08-12,52.55835825440394
17,2016-08-13,50.900707164095614
17,2016-08-14,49.23183151937116
17,2016-08-15,47.912755076113086
17,2016-08-16,49.98118933591266
17,2016-08-17,51.32606837407946
17,2016-08-18,52.33177105033916
17,2016-08-19,52.48482773721329
17,2016-08-20,50.829587483534155
17,2016-08-21,49.261404287352704
17,2016-08-22,49.84299758940672
17,2016-08-23,50.93011242254093
17,2016-08-24,51.555354638195325
17,2016-08-25,51.93058891235286
17,2016-08-26,52.29352042342326
17,2016-08-27,50.64455254068807
17,2016-08-28,49.180796719681894
17,2016-08-29,50.355196827233314
17,2016-08-30,51.32715758699616
17,2016-08-31,51.93938192840613
17,2016-09-01,52.26923825862232
17,2016-09-02,52.48991897145438
17,2016-09-03,50.801724906816524
17,2016-09-04,49.201668352494664
17,2016-09-05,50.080302177003034
17,2016-09-06,51.35635784333081
17,2016-09-07,51.93483791404128
17,2016-09-08,52.46156453981042
17,2016-09-09,53.06938209588221
17,2016-09-10,51.42776301077131
17,2016-09-11,49.872754387467324
17,2016-09-12,50.86053293214053
17,2016-09-13,51.750351524529364
17,2016-09-14,51.88968426143004
17,2016-09-15,52.38510444957988
17,2016-09-16,52.99542889385595
17,2016-09-17,51.356234503893454
17,2016-09-18,49.73799730704448
17,2016-09-19,50.894128542879095
17,2016-09-20,51.88120629557159
17,2016-09-21,52.344117564569245
17,2016-09-22,52.49676944769812
17,2016-09-23,53.30015405597032
17,2016-09-24,51.716542447577844
17,2016-09-25,50.15206564601791
17,2016-09-26,51.589702837951755
17,2016-09-27,52.78348307277301
17,2016-09-28,53.34795903760012
17,2016-09-29,53.762780052760775
17,2016-09-30,53.77055775594894
17,2016-10-01,52.105949304934214
17,2016-10-02,50.495918180182265
17,2016-10-03,51.39769135460252
17,2016-10-04,52.269898195435225
17,2016-10-05,53.015147434929155
17,2016-10-06,53.44088030591508
17,2016-10-07,53.95101537785229
17,2016-10-08,52.31327716874238
17,2016-10-09,50.72923529435738
17,2016-10-10,52.213522661755505
17,2016-10-11,53.222915361370084
17,2016-10-12,53.83855748066943
17,2016-10-13,54.43401461245076
17,2016-10-14,54.944374789091725
17,2016-10-15,53.24128053371167
17,2016-10-16,51.626812319491606
17,2016-10-17,52.88494962049189
17,2016-10-18,53.64282012473806
17,2016-10-19,54.441416186222064
17,2016-10-20,55.01710745880495
17,2016-10-21,55.213267869991675
17,2016-10-22,53.53414433327063
17,2016-10-23,51.87728714201585
17,2016-10-24,53.09442526850714
17,2016-10-25,54.17329657117904
17,2016-10-26,54.724991765566614
17,2016-10-27,55.4881067896464
17,2016-10-28,55.963906567035046
17,2016-10-29,54.260171925492905
17,2016-10-30,52.579510550886575
17,2016-10-31,54.65887086069358
17,2016-11-01,52.965137389851165
17,2016-11-02,54.835132885265885
17,2016-11-03,55.299554757880124
17,2016-11-04,55.45366771663815
17,2016-11-05,53.66830156199428
17,2016-11-06,51.941472002584625
17,2016-11-07,53.68109587135235
17,2016-11-08,54.642371416553914
17,2016-11-09,55.34262153404395
17,2016-11-10,56.44614213948514
17,2016-11-11,54.628235839829884
17,2016-11-12,52.90271991065513
17,2016-11-13,51.2337782742402
17,2016-11-14,53.42283472426512
17,2016-11-15,54.294217192322
17,2016-11-16,54.57965269421308
17,2016-11-17,55.01966408128806
17,2016-11-18,55.05180624255731
17,2016-11-19,53.34518964444067
17,2016-11-20,51.69452768888524
17,2016-11-21,53.409461207282455
17,2016-11-22,54.05177395458467
17,2016-11-23,54.73860103804091
17,2016-11-24,55.33733543023629
17,2016-11-25,55.55578344891706
17,2016-11-26,53.83264300796896
17,2016-11-27,52.198785860166694
17,2016-11-28,54.028333864751396
17,2016-11-29,55.174945869185784
17,2016-11-30,55.79216075872068
17,2016-12-01,56.15963089777902
17,2016-12-02,56.12161021260593
17,2016-12-03,54.3799180744877
17,2016-12-04,52.66254371138974
17,2016-12-05,54.18180457331139
17,2016-12-06,55.093876554514296
17,2016-12-07,55.484241257644975
17,2016-12-08,56.35361039673858
17,2016-12-09,56.21086907225535
17,2016-12-10,54.499037299394516
17,2016-12-11,52.941691814168465
17,2016-12-12,54.386226508785896
17,2016-12-13,55.42274367243226
17,2016-12-14,56.228555355303335
17,2016-12-15,56.745651901031096
17,2016-12-16,56.98349937968582
17,2016-12-17,55.18076169510595
17,2016-12-18,53.43713016411886
17,2016-12-19,54.86542097841005
17,2016-12-20,55.75507930698677
17,2016-12-21,56.38606031331508
17,2016-12-22,56.96356653255065
17,2016-12-23,56.5713184495162
17,2016-12-24,54.814881779040256
17,2016-12-25,53.05045942562909
17,2016-12-26,51.50782141167404
17,2016-12-27,53.55674529981587
17,2016-12-28,54.62045856867437
17,2016-12-29,55.25585336970144
17,2016-12-30,55.47697293135057
17,2016-12-31,53.756416441798095
17,2017-01-01,52.09227164042766
17,2017-01-02,53.33514798008578
17,2017-01-03,54.668421816804276
17,2017-01-04,55.4333915933025
17,2017-01-05,56.271641049259806
17,2017-01-06,56.393882326333255
17,2017-01-07,54.70883700415839
17,2017-01-08,53.14461284008762
17,2017-01-09,54.38577307483885
17,2017-01-10,55.52066576090971
17,2017-01-11,56.618348850715954
17,2017-01-12,57.51610790479084
17,2017-01-13,57.66312076037147
17,2017-01-14,55.8381004075724
17,2017-01-15,54.072916787651984
17,2017-01-16,55.414788368384706
17,2017-01-17,55.79463137269996
17,2017-01-18,56.32595493425078
17,2017-01-19,56.708710510176985
17,2017-01-20,57.07891672295807
17,2017-01-21,55.33862437138567
17,2017-01-22,53.58981701494679
17,2017-01-23,54.88195416199772
17,2017-01-24,55.96779173045681
17,2017-01-25,56.65737232945823
17,2017-01-26,57.4882781547219
17,2017-01-27,57.96407231358347
17,2017-01-28,56.129184696744666
17,2017-01-29,54.35445732963828
17,2017-01-30,55.98218004014194
17,2017-01-31,56.835223317514334
17,2017-02-01,56.80783894644829
17,2017-02-02,57.371516358040154
17,2017-02-03,57.62163057580933
17,2017-02-04,55.79797055693033
17,2017-02-05,54.09967644030966
17,2017-02-06,55.37509688488967
17,2017-02-07,56.411978954237554
17,2017-02-08,57.25093046393469
17,2017-02-09,57.70171962905158
17,2017-02-10,58.00658128055809
17,2017-02-11,56.17029992709716
17,2017-02-12,54.42701140489725
17,2017-02-13,55.95399463752358
17,2017-02-14,56.64402760022773
17,2017-02-15,57.311436531367804
17,2017-02-16,57.53073369427378
17,2017-02-17,58.00513586823202
17,2017-02-18,56.16890190533916
17,2017-02-19,54.4256592199182
17,2017-02-20,56.44449006516679
17,2017-02-21,57.839752685981
17,2017-02-22,58.435170630702935
17,2017-02-23,58.91270601986022
17,2017-02-24,59.11228942904513
17,2017-02-25,57.272542234650196
17,2017-02-26,55.42754084990756
17,2017-02-27,57.052867379418785
17,2017-02-28,57.70687172763457
17,2017-03-01,58.17549888410557
17,2017-03-02,58.53040056003653
17,2017-03-03,59.07038742692058
17,2017-03-04,57.29758783915269
17,2017-03-05,55.48455217229522
17,2017-03-06,57.33751767484292
17,2017-03-07,58.375631849438236
